REFERÊNCIA;NOMEPRODUTO;CATEGORIA;ESTOQUE;PRECOATACADO;PRECODROPSHIPPING;STATUSPROMOCAO;MARCA;DESCRICAO;DIMENSAOCAIXACM;PESOGRAMAS;DATACADASTRO;REPOSICAOESTOQUE;URLPRODUTO;FOTOS
3000-15A;Sand�lia Feminina;Sand�lias;34,5|35,10|36,10|37,10|38,10|39,5;76.90;84.59;0;Torricella;Material: Napa Preto<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Preto e Taloneira Napa Bege<br />Enfeite: Z�per no traseiro na cor Preto<br />Salto: 8 cm de Altura Revestido em Napa Preto<br />Solado de PVC com antiderrapante na cor Preto.;28.5 x 23.5 x 9.5;800;10/01/2022;0;https://www.revendadecalcados.com.br/produto-7467.html;https://www.revendadecalcados.com.br/fma600/f17b7335b4b1e7335f8da6b6da140983.jpg,https://www.revendadecalcados.com.br/fma600/188f4e0c0d2b61fcd259125b81c25fc7.jpg,https://www.revendadecalcados.com.br/fma600/ac26243672475178177cfd382a20dacd.jpg,https://www.revendadecalcados.com.br/fma600/f9461cdfe15a4c9444ccf04a0ceb287f.jpg,https://www.revendadecalcados.com.br/fma600/c929edab89f52b38424fa5c605bbf07f.jpg
SC015B;Sapato Scarpin Chanel;Sapato Scarpin;34,5|35,10|36,10|37,10|38,9|39,5;76.90;84.59;0;Torricella;Material: Napa Amarelo<br />Enfeite: Fivela de Metal na cor Dourado e Bolinhas em ABS na cor Dourado<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Amarelo e Taloneira Napa Bege<br />Forro: Napa Bege<br />Salto: Fino com 9,5 cm de Altura e Revestido em Napa Amarelo<br />Solado de Micro na cor Bege.;28 x 20 x 9.5;600;02/12/2021;0;https://www.revendadecalcados.com.br/produto-7459.html;https://www.revendadecalcados.com.br/fma600/d2b554b3d1dbeb9dfab09449461fa396.jpg,https://www.revendadecalcados.com.br/fma600/22661725fcc1dd48425d778ebedfec07.jpg,https://www.revendadecalcados.com.br/fma600/0f314d68e12dda44325109d74ea661e9.jpg,https://www.revendadecalcados.com.br/fma600/d68e928dd1371937cc08802261efdfcf.jpg,https://www.revendadecalcados.com.br/fma600/14dbb052ad2981096bec012108286f7d.jpg
SC015G;Sapato Scarpin Chanel;Sapato Scarpin;34,5|35,10|36,10|37,10|38,10|39,4;76.90;84.59;0;Torricella;Material: Napa Azul Acqua<br />Enfeite: Fivela de Metal na cor Dourado e Bolinhas em ABS na cor Dourado<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Azul Acqua e Taloneira Napa Bege<br />Forro: Napa Bege<br />Salto: Fino com 9,5 cm de Altura e Revestido em Napa Azul Acqua<br />Solado de Micro na cor Bege.;28 x 20 x 9.5;600;02/12/2021;0;https://www.revendadecalcados.com.br/produto-7400.html;https://www.revendadecalcados.com.br/fma600/c0f27b4654f18ea4a8c61918fbe020f6.jpg,https://www.revendadecalcados.com.br/fma600/99a3158e2b456168122ea4deab2b5301.jpg,https://www.revendadecalcados.com.br/fma600/cdac32e964ec8d8ea7a6e80e1bec478f.jpg,https://www.revendadecalcados.com.br/fma600/76e493a2d08dcc43632ce707651ed4a9.jpg,https://www.revendadecalcados.com.br/fma600/b2fdeafd7cb30dc50582d93a1bad0044.jpg
SC015F;Sapato Scarpin Chanel;Sapato Scarpin;34,4|35,7|36,10|37,10|38,8|39,3;76.90;84.59;0;Torricella;Material: Napa Verde Menta<br />Enfeite: Fivela de Metal na cor Dourado e Bolinhas em ABS na cor Dourado<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Verde Menta e Taloneira Napa Bege<br />Forro: Napa Bege<br />Salto: Fino com 9,5 cm de Altura e Revestido em Napa Verde Menta<br />Solado de Micro na cor Bege.;28 x 20 x 9.5;600;02/12/2021;0;https://www.revendadecalcados.com.br/produto-7399.html;https://www.revendadecalcados.com.br/fma600/8c6e9901f19b5139f5ef0c945f5ccc5e.jpg,https://www.revendadecalcados.com.br/fma600/c1c0a23250a8155da598f16f3ed868a2.jpg,https://www.revendadecalcados.com.br/fma600/6170f989ab836c619ade0aad05e4ad78.jpg,https://www.revendadecalcados.com.br/fma600/8183ee8d3c5c88ce1bc9220e0887978f.jpg,https://www.revendadecalcados.com.br/fma600/3ef4184eeb756e8399e26d84f7777f32.jpg
SC015E;Sapato Scarpin Chanel;Sapato Scarpin;34,6|35,10|36,10|37,10|38,10|39,5;76.90;84.59;0;Torricella;Material: Napa Off White<br />Enfeite: Fivela de Metal na cor Dourado e Bolinhas em ABS na cor Dourado<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Off White e Taloneira Napa Bege<br />Forro: Napa Bege<br />Salto: Fino com 9,5 cm de Altura e Revestido em Napa Off White<br />Solado de Micro na cor Bege.;28 x 20 x 9.5;600;02/12/2021;0;https://www.revendadecalcados.com.br/produto-7398.html;https://www.revendadecalcados.com.br/fma600/426571876ef3631729f9de827b3c858f.jpg,https://www.revendadecalcados.com.br/fma600/373f56a541e34d4df2b2eba88472f1aa.jpg,https://www.revendadecalcados.com.br/fma600/78fd0719e079d2d52e9c368af164dd35.jpg,https://www.revendadecalcados.com.br/fma600/26048fff4b8c5120fb9103db04c8d8ae.jpg,https://www.revendadecalcados.com.br/fma600/f905addc91a0aa46c8172fcdd1d0aeff.jpg
SC015C;Sapato Scarpin Chanel;Sapato Scarpin;34,5|35,10|36,10|37,10|38,10|39,4;76.90;84.59;0;Torricella;Material: Napa Vermelho<br />Enfeite: Fivela de Metal na cor Dourado e Bolinhas em ABS na cor Dourado<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Vermelho e Taloneira Napa Bege<br />Forro: Napa Bege<br />Salto: Fino com 9,5 cm de Altura e Revestido em Napa Vermelho<br />Solado de Micro na cor Bege.;28 x 20 x 9.5;600;02/12/2021;0;https://www.revendadecalcados.com.br/produto-7397.html;https://www.revendadecalcados.com.br/fma600/411014bd178de417b1c68c6ea09c0d72.jpg,https://www.revendadecalcados.com.br/fma600/92a5d3954b0316c21ea9f78a10174e42.jpg,https://www.revendadecalcados.com.br/fma600/7a91bf1b497c17057f14577209a7898c.jpg,https://www.revendadecalcados.com.br/fma600/b73242b5ea3e2881fb23250b5d43661a.jpg,https://www.revendadecalcados.com.br/fma600/6a448cec51dce876f06f2c1549dc0e2a.jpg
SC015A;Sapato Scarpin Chanel;Sapato Scarpin;34,6|35,10|36,10|37,10|38,10|39,6;76.90;84.59;0;Torricella;Material: Napa Preto<br />Enfeite: Fivela de Metal na cor Dourado e Bolinhas em ABS na cor Dourado<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Preto e Taloneira Napa Bege<br />Forro: Napa Bege<br />Salto: Fino com 9,5 cm de Altura e Revestido em Napa Preto<br />Solado de Micro na cor Preto.;28 x 20 x 9.5;600;02/12/2021;0;https://www.revendadecalcados.com.br/produto-7396.html;https://www.revendadecalcados.com.br/fma600/3d0231b3ba82d739e249218c889d8cdf.jpg,https://www.revendadecalcados.com.br/fma600/67b09b0604121ae6fb7483ae747d2533.jpg,https://www.revendadecalcados.com.br/fma600/f375d7f6fb830672b2db2a4cb5871cd6.jpg,https://www.revendadecalcados.com.br/fma600/5990cf0d3efe7da91f27190577e41726.jpg,https://www.revendadecalcados.com.br/fma600/ddca8b8319e3853980f8ffc663beb0b6.jpg
3000-16E;Sand�lia Feminina;Sand�lias;34,4|35,8|36,10|37,10|38,8|39,4;74.90;82.39;0;Torricella;Material: Napa Lemon<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Lemon e Taloneira Napa Bege<br />Enfeite: Fivela de ajuste na cor Dourado<br />Salto: 8 cm de Altura Revestido em Napa Lemon<br />Solado de PVC com antiderrapante na cor Bege.;28 x 20 x 9.5;600;10/01/2022;0;https://www.revendadecalcados.com.br/produto-7476.html;https://www.revendadecalcados.com.br/fma600/c4f87c0aa0910659cfc57da87129cbf3.jpg,https://www.revendadecalcados.com.br/fma600/03714f5968a5aece49073287dd7afee0.jpg,https://www.revendadecalcados.com.br/fma600/85bec97bc0f6938c2a2ec469c203f74e.jpg,https://www.revendadecalcados.com.br/fma600/5186c4d03180786398f56a02c4790fb3.jpg,https://www.revendadecalcados.com.br/fma600/1d489e21124c9c148d3de85266c5a3ca.jpg
3000-16D;Sand�lia Feminina;Sand�lias;34,5|35,10|36,10|37,10|38,10|39,5;74.90;82.39;0;Torricella;Material: Napa Rosa<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Rosa e Taloneira Napa Bege<br />Enfeite: Fivela de ajuste na cor Dourado<br />Salto: 8 cm de Altura Revestido em Napa Rosa<br />Solado de PVC com antiderrapante na cor Bege.;28 x 20 x 9.5;600;10/01/2022;0;https://www.revendadecalcados.com.br/produto-7475.html;https://www.revendadecalcados.com.br/fma600/b7698786277ad2b4ffd0d1f613211fce.jpg,https://www.revendadecalcados.com.br/fma600/4584d86b1711401d98cb82c7fd289b6a.jpg,https://www.revendadecalcados.com.br/fma600/22b3a0ba4fbbc55e6cc67352ef4f569c.jpg,https://www.revendadecalcados.com.br/fma600/978dda25b63f27da2ed2ac657214ff9e.jpg,https://www.revendadecalcados.com.br/fma600/a8fd5b1441fd14023f325edfb9c30041.jpg
3000-16C;Sand�lia Feminina;Sand�lias;34,5|35,10|36,10|37,10|38,10|39,5;74.90;82.39;0;Torricella;Material: Napa Branco<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Branco e Taloneira Napa Bege<br />Enfeite: Fivela de ajuste na cor Dourado<br />Salto: 8 cm de Altura Revestido em Napa Branco<br />Solado de PVC com antiderrapante na cor Bege.;28 x 20 x 9.5;600;10/01/2022;0;https://www.revendadecalcados.com.br/produto-7474.html;https://www.revendadecalcados.com.br/fma600/9f6665582e356a46d466d61d74f774bf.jpg,https://www.revendadecalcados.com.br/fma600/13fb8c6ea6e33d3bb3862cac962ac2f1.jpg,https://www.revendadecalcados.com.br/fma600/c3b0ffd99e1cc1a5c91afd5cce7e631b.jpg,https://www.revendadecalcados.com.br/fma600/a647c022185333ba21b94b53db326235.jpg,https://www.revendadecalcados.com.br/fma600/c3bb917b269913c8ba2219ac2ba4c568.jpg
3000-16B;Sand�lia Feminina;Sand�lias;34,4|35,8|36,10|37,10|38,8|39,4;74.90;82.39;0;Torricella;Material: Napa Vermelho<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Vermelho e Taloneira Napa Bege<br />Enfeite: Fivela de ajuste na cor Dourado<br />Salto: 8 cm de Altura Revestido em Napa Vermelho<br />Solado de PVC com antiderrapante na cor Bege.;28 x 20 x 9.5;600;10/01/2022;0;https://www.revendadecalcados.com.br/produto-7473.html;https://www.revendadecalcados.com.br/fma600/3583a073e733daabd363114c14b106f2.jpg,https://www.revendadecalcados.com.br/fma600/1a55cefa77e7d86f722cbb602ab2b9f2.jpg,https://www.revendadecalcados.com.br/fma600/7249c94f94f3a2cf090b18ed4c9faa68.jpg,https://www.revendadecalcados.com.br/fma600/44cd8df96e1f583a11044caa29ad6e1e.jpg,https://www.revendadecalcados.com.br/fma600/9cbcde308bc274777d15bfd6ca8e24fb.jpg
3000-16A;Sand�lia Feminina;Sand�lias;34,5|35,10|36,10|37,10|38,10|39,5;74.90;82.39;0;Torricella;Material: Napa Preto<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Preto e Taloneira Napa Bege<br />Enfeite: Fivela de ajuste na cor Dourado<br />Salto: 8 cm de Altura Revestido em Napa Preto<br />Solado de PVC com antiderrapante na cor Preto.;28 x 20 x 9.5;600;10/01/2022;0;https://www.revendadecalcados.com.br/produto-7472.html;https://www.revendadecalcados.com.br/fma600/cefeae041d6676e851906209e66e122d.jpg,https://www.revendadecalcados.com.br/fma600/6c6aa5d05810df02b51c1be5dc8319d7.jpg,https://www.revendadecalcados.com.br/fma600/7808e2e4cee597d7f4e6674a9bd9c441.jpg,https://www.revendadecalcados.com.br/fma600/433e552e0566ae62e6318fe8f2da7be6.jpg,https://www.revendadecalcados.com.br/fma600/fa01607451ecf0b350b60e33960823a1.jpg
SC010A;Sapato Scarpin;Sapato Scarpin;34,5|35,10|36,10|37,10|38,10|39,6;74.90;82.39;0;Torricella;Material: Verniz Preto / Camur�a Preto / Napa Prata Velho<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Preto e Taloneira Napa Bege<br />Forro: Napa Bege<br />Salto: Fino com 9,5 cm de Altura e Revestido em Verniz Preto<br />Solado de Micro na cor Preto.;28 x 20 x 9.5;600;12/11/2021;0;https://www.revendadecalcados.com.br/produto-7337.html;https://www.revendadecalcados.com.br/fma600/2f83aff259826e311b52add729d7729c.jpg,https://www.revendadecalcados.com.br/fma600/c8527cf029225a57bd94e1a6233d6ca9.jpg,https://www.revendadecalcados.com.br/fma600/243475fdf24b42d4ceec93554bdff49c.jpg,https://www.revendadecalcados.com.br/fma600/05c312f1a4609b486695a764a4d51b20.jpg,https://www.revendadecalcados.com.br/fma600/62ecb57a931117be2a055a01ca99e996.jpg
SC007A;Sapato Scarpin;Sapato Scarpin;34,6|35,10|36,10|37,10|38,10|39,6;74.90;82.39;0;Torricella;Material: Nobuck Preto / Napa Dourado<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Nobuck Preto e Taloneira Napa Bege<br />Forro: Napa Bege<br />Salto: Fino com 9,5 cm de Altura e Revestido em Nobuck Preto<br />Solado de Micro na cor Preto.;28 x 20 x 9.5;600;12/11/2021;0;https://www.revendadecalcados.com.br/produto-7336.html;https://www.revendadecalcados.com.br/fma600/ae5aee5f4bdedfa0793ee9b2ebe9e374.jpg,https://www.revendadecalcados.com.br/fma600/810fdb8384a70527b2aaff1ffcf9ead3.jpg,https://www.revendadecalcados.com.br/fma600/a559131fc1f5855498a1b8a5cb68d9c8.jpg,https://www.revendadecalcados.com.br/fma600/22cf803416971f36c89cedbae2d4ad97.jpg,https://www.revendadecalcados.com.br/fma600/00e7c5680e7d26de34e41be01d844db5.jpg
SC008A;Sapato Scarpin;Sapato Scarpin;34,4|35,10|36,10|37,10|38,10|39,4;74.90;82.39;0;Torricella;Material: Napa Preto / Verniz Preto / Napa Dourado<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Preto e Taloneira Napa Bege<br />Forro: Napa Bege<br />Salto: Fino com 9,5 cm de Altura e Revestido em Napa Preto<br />Solado de Micro na cor Preto.;28 x 20 x 9.5;600;12/11/2021;0;https://www.revendadecalcados.com.br/produto-7334.html;https://www.revendadecalcados.com.br/fma600/0ad5bfebe21afa24ed4c0112c881a4e4.jpg,https://www.revendadecalcados.com.br/fma600/6f0f267b7b77154eb41cb34ee1cfddcc.jpg,https://www.revendadecalcados.com.br/fma600/bf8cc3b89124f6e881c22c38b31ce38f.jpg,https://www.revendadecalcados.com.br/fma600/ceea2a250b491a94139c2c09c728f6f6.jpg,https://www.revendadecalcados.com.br/fma600/bc2b542d6d7b976d5b32e9260bdc8dd0.jpg
B-55004A;Sand�lia Rasteira;Rasteiras;34,1|35,1|36,5|37,7|38,3|39,1;74.90;82.39;0;Torricella;Material: Napa Dourado, Vermelho e Roxo<br />Enfeite: Corda de amarrar na cor Roxo<br />Palmilha: 4 mm de Espessura em Napa Vermelho e taloneira em Napa Bege<br />Salto: 8 mm de Altura com antiderrapante<br />Forro: Napa na cor Bege<br />Solado: PVC Flex na cor Bege.;30 x 16 x 9.5;400;11/01/2021;0;https://www.revendadecalcados.com.br/produto-6889.html;https://www.revendadecalcados.com.br/fma600/659d0d6d405bc185731b453662551da1.jpg,https://www.revendadecalcados.com.br/fma600/3291bfa9d76ed0cd4c0234774f16826e.jpg,https://www.revendadecalcados.com.br/fma600/af8e3694d2b01358db6342d5485e2f21.jpg,https://www.revendadecalcados.com.br/fma600/af74d017d5bf9deee81c7867f60f17a8.jpg,https://www.revendadecalcados.com.br/fma600/97b6bbc9ad9134f2805053a95f5267dc.jpg
FST027A;Sand�lia Feminina;Sand�lias;34,5|35,9|36,10|37,10|38,6|39,4;59.90;65.89;0;Torricella;Material: Nobuck Preto / Vinil<br />Enfeite: Apliques em Bolinhas Coloridas<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Nobuck Preto e Taloneira Napa Bege<br />Salto: 3,5 cm de Altura e Revestido em Nobuck Preto<br />Solado de PVC com antiderrapante na cor Preto.;28 x 20 x 9.5;600;17/01/2022;0;https://www.revendadecalcados.com.br/produto-7488.html;https://www.revendadecalcados.com.br/fma600/f3fc53967a3de27a6a9dc3c32e8008d4.jpg,https://www.revendadecalcados.com.br/fma600/846c7fe0d5faca9fd058bfc945841c7b.jpg,https://www.revendadecalcados.com.br/fma600/df5ff5234f7e79a8caf3415269844c49.jpg,https://www.revendadecalcados.com.br/fma600/0e93646f3641a4bf5fca41522586fe48.jpg,https://www.revendadecalcados.com.br/fma600/ac065a47cde569b2455e46321ce345d8.jpg
FST027D;Sand�lia Feminina;Sand�lias;34,4|35,8|36,10|37,10|38,8|39,4;59.90;65.89;0;Torricella;Material: Napa Ouro Light / Vinil<br />Enfeite: Apliques em Bolinhas Coloridas<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Ouro Light e Taloneira Napa Bege<br />Salto: 3,5 cm de Altura e Revestido em Napa Ouro Light<br />Solado de PVC com antiderrapante na cor Bege.;28 x 20 x 9.5;600;17/01/2022;0;https://www.revendadecalcados.com.br/produto-7487.html;https://www.revendadecalcados.com.br/fma600/1f29ae7259d43854d044c8ffb1a68192.jpg,https://www.revendadecalcados.com.br/fma600/5d08f7889f11c44e237d6e3d340d7dfd.jpg,https://www.revendadecalcados.com.br/fma600/80e4030a281362147abb7d56982053ec.jpg,https://www.revendadecalcados.com.br/fma600/2cc767997c470d36b158d056dcde3afa.jpg,https://www.revendadecalcados.com.br/fma600/a7127b12a4426bc0a274cc2a5669856f.jpg
FST027B;Sand�lia Feminina;Sand�lias;34,5|35,10|36,10|37,10|38,9|39,5;59.90;65.89;0;Torricella;Material: Napa Branco / Vinil<br />Enfeite: Apliques em Bolinhas Coloridas<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Branco e Taloneira Napa Bege<br />Salto: 3,5 cm de Altura e Revestido em Napa Branco<br />Solado de PVC com antiderrapante na cor Bege.;28 x 20 x 9.5;600;17/01/2022;0;https://www.revendadecalcados.com.br/produto-7486.html;https://www.revendadecalcados.com.br/fma600/8bf4b678095ac7558a177c88a91ff235.jpg,https://www.revendadecalcados.com.br/fma600/621b5beb6b7457b8c29a77e083a11214.jpg,https://www.revendadecalcados.com.br/fma600/56e86a1f5e9f55811709f1f7238b640c.jpg,https://www.revendadecalcados.com.br/fma600/13ada82f2ce79eec9b0c5b28cd59b467.jpg,https://www.revendadecalcados.com.br/fma600/754c16b134586a33bbfee052b9af3d47.jpg
FST027C;Sand�lia Feminina;Sand�lias;34,4|35,9|36,10|37,10|38,8|39,5;59.90;65.89;0;Torricella;Material: Napa Ros� / Vinil<br />Enfeite: Apliques em Bolinhas Coloridas<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Ros� e Taloneira Napa Bege<br />Salto: 3,5 cm de Altura e Revestido em Napa Ros�<br />Solado de PVC com antiderrapante na cor Bege.;28 x 20 x 9.5;600;17/01/2022;0;https://www.revendadecalcados.com.br/produto-7485.html;https://www.revendadecalcados.com.br/fma600/0ca6e2ac14cceb1b8afa6f448c8b053e.jpg,https://www.revendadecalcados.com.br/fma600/ef34daeaef98767901b92956102cce64.jpg,https://www.revendadecalcados.com.br/fma600/ef3db0232407396f0d786b63ed80d061.jpg,https://www.revendadecalcados.com.br/fma600/1c543cb19bab94439fbad82c4539261c.jpg,https://www.revendadecalcados.com.br/fma600/8d51a567b7f227a7f1a0b6e89f421d9d.jpg
FST027E;Sand�lia Feminina;Sand�lias;34,3|35,6|36,7|37,8|38,4|39,3;59.90;65.89;0;Torricella;Material: Tecido Pelo On�a / Vinil<br />Enfeite: Apliques em Bolinhas Coloridas<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Tecido Pelo On�a e Taloneira Napa Bege<br />Salto: 3,5 cm de Altura e Revestido em Tecido Pelo On�a<br />Solado de PVC com antiderrapante na cor Bege.;28 x 20 x 9.5;600;17/01/2022;0;https://www.revendadecalcados.com.br/produto-7484.html;https://www.revendadecalcados.com.br/fma600/4df34782f23ae60ff8a58ace90901661.jpg,https://www.revendadecalcados.com.br/fma600/c235aebb1779f662b663eec0e4216435.jpg,https://www.revendadecalcados.com.br/fma600/7eadec98e944c13995729853e8625685.jpg,https://www.revendadecalcados.com.br/fma600/bc60c0b295a67eb5bcbac507d2b32268.jpg,https://www.revendadecalcados.com.br/fma600/a7c8b59f7cf384962a18b3b81fe244f6.jpg
10.082B;Sapatilha Feminina;Sapatilhas;34,4|35,10|36,10|37,10|38,8|39,4;59.90;65.89;0;Torricella;Material: Napa Rosa / Verniz Rosa / Tela Rosa<br />Enfeite: P�rolas coloridas com brilho e cord�o de amarrar em Napa Rosa<br />Palmilha: 4 mm de Espessura em Verniz Rosa e taloneira em Napa Bege claro<br />Salto: 8 mm de Altura com antiderrapante e Filete ABS metalizado dourado<br />Solado: PVC Flex na cor bege.;30 x 16 x 9.5;400;19/11/2021;0;https://www.revendadecalcados.com.br/produto-7344.html;https://www.revendadecalcados.com.br/fma600/9fa68e4e76e8abc7721c81601e84b5e2.jpg,https://www.revendadecalcados.com.br/fma600/f0af967c18eb7f63e656d6516ec52d0c.jpg,https://www.revendadecalcados.com.br/fma600/3cbf9eab4c9ea0129aae48fa2b1452b7.jpg,https://www.revendadecalcados.com.br/fma600/c45f8b3094c047e6a5b54ef6d2937af3.jpg,https://www.revendadecalcados.com.br/fma600/ca00f872be92bc6a84269df972063d9f.jpg,https://www.revendadecalcados.com.br/fma600/2036ba7394898d1f047bb6e2e0be608b.jpg
10.082A;Sapatilha Feminina;Sapatilhas;34,3|35,8|36,10|37,10|38,10|39,5;59.90;65.89;0;Torricella;Material: Napa Preto / Verniz Preto / Tela Preto<br />Enfeite: P�rolas coloridas com brilho e cord�o de amarrar em Napa Preto<br />Palmilha: 4 mm de Espessura em Verniz Preto e taloneira em Napa Bege claro<br />Salto: 8 mm de Altura com antiderrapante e Filete ABS metalizado dourado<br />Solado: PVC Flex na cor preto.;30 x 16 x 9.5;400;19/11/2021;0;https://www.revendadecalcados.com.br/produto-7343.html;https://www.revendadecalcados.com.br/fma600/41616590eabea9de77313ed7e5cb2b18.jpg,https://www.revendadecalcados.com.br/fma600/e45da5b88c0e7efb78fa2e1ef84f1173.jpg,https://www.revendadecalcados.com.br/fma600/fff96bc9b4ea7125625326aa5a83a537.jpg,https://www.revendadecalcados.com.br/fma600/0eac38fa2d0276824233f8d2f0dca961.jpg,https://www.revendadecalcados.com.br/fma600/b928d37ae819019a4cd94d5b3a09cdfb.jpg,https://www.revendadecalcados.com.br/fma600/46b2477a325510c2f9dd4c3fd53bca9f.jpg
FST025E;Sand�lia Feminina;Sand�lias;34,10|35,10|36,10|37,10|38,10|39,10;59.90;65.89;0;Torricella;Material: Napa Rosa<br />Enfeite: Tira La�o N� em Napa Rosa e La�o em Napa Rosa<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Rosa e Taloneira Napa Bege<br />Salto: 8,5 cm de Altura e Revestido em Napa Rosa<br />Solado de PVC com antiderrapante na cor Bege.;28 x 20 x 9.5;600;01/11/2021;0;https://www.revendadecalcados.com.br/produto-7263.html;https://www.revendadecalcados.com.br/fma600/99cade134b22ffb03ec95dc3e37aa558.jpg,https://www.revendadecalcados.com.br/fma600/ace12061e8dc0bf054dae165a20d2a4e.jpg,https://www.revendadecalcados.com.br/fma600/ede1625a3c21c418eb877db7b96212f5.jpg,https://www.revendadecalcados.com.br/fma600/cbc65ce6324af6301b4f4f1a525ac10c.jpg,https://www.revendadecalcados.com.br/fma600/c9e24a0235f155b67c4a85ed44f9889f.jpg
