REFERÊNCIA;NOMEPRODUTO;CATEGORIA;ESTOQUE;PRECOATACADO;PRECODROPSHIPPING;STATUSPROMOCAO;MARCA;DESCRICAO;DIMENSAOCAIXACM;PESOGRAMAS;DATACADASTRO;REPOSICAOESTOQUE;URLPRODUTO;FOTOS
FST020A;Sapatilha Feminina;Sapatilhas;34,2|35,6|36,8|37,5|38,2|39,1;39.90;43.89;0;Torricella;Material: Napa Croco na cor Ouro Light<br />Enfeite: La�o na cor Ouro Light<br />Palmilha: 4 mm de Espessura em Ouro Light com taloneira na cor bege<br />Salto: 8 mm de Altura<br />Forro: Cacharrel, material espumado para maior conforto, na cor bege claro<br />Solado: PVC Flex�vel, antiderrapante, na cor Bege.;30 x 16 x 9.5;400;05/08/2021;0;https://www.revendadecalcados.com.br/produto-7156.html;https://www.revendadecalcados.com.br/fma600/e5d20241f37aecf0556c8c3a6f55bc90.jpg,https://www.revendadecalcados.com.br/fma600/34d9ef52c5297078376baa68c1386fcb.jpg,https://www.revendadecalcados.com.br/fma600/4aefaffcdbccfb2acd9d6d6ec01f0d16.jpg,https://www.revendadecalcados.com.br/fma600/6629955531c23424d6f6f0013b5ace6a.jpg,https://www.revendadecalcados.com.br/fma600/a9c145a8b4b17a47672b3e496276642a.jpg,https://www.revendadecalcados.com.br/fma600/56852dc849c33bf0ab448ecafb3c4016.jpg
FST001D;Sapatilha Feminina;Sapatilhas;34,3|35,8|36,10|37,8|38,5|39,1;39.90;43.89;0;Torricella;Material: Tecido Pelo On�a e Camur�a Bege<br />Enfeite: La�o com Apliques em Metal na cor Ouro<br />Palmilha: 4 mm de Espessura em Nobuck Preto com taloneira na cor bege<br />Salto: 8 mm de Altura<br />Forro: Cacharrel, material espumado para maior conforto, na cor bege claro<br />Solado: PVC Flex�vel, antiderrapante, na cor preto.;30 x 16 x 9.5;400;05/08/2021;0;https://www.revendadecalcados.com.br/produto-7154.html;https://www.revendadecalcados.com.br/fma600/c42f56e8db59a3d91134a2f1e17e0ef6.jpg,https://www.revendadecalcados.com.br/fma600/5229cfa0ad8b4d3183cbd879e1d4eca0.jpg,https://www.revendadecalcados.com.br/fma600/e8528bb0dff4952ab6c28e52a7ce82bb.jpg,https://www.revendadecalcados.com.br/fma600/19fc76e1cdd76f75e40b2fba99d9399b.jpg,https://www.revendadecalcados.com.br/fma600/81aaf429f2fa5eb8126a236887ce9cc7.jpg,https://www.revendadecalcados.com.br/fma600/168cfb913756f02e12aa2bb62a1c9153.jpg
FST014B;Sapatilha Mule;Sapatilhas;35,1|36,3|37,1|38,7|39,5|40,1;39.90;43.89;0;Torricella;Material: Napa Bege<br />Enfeite: Fivela em ABS na cor Dourado<br />Palmilha: 4 mm de Espessura em Napa Bege com taloneira na cor bege<br />Salto: 8 mm de Altura<br />Forro: Cacharrel, material espumado para maior conforto, na cor bege claro<br />Solado: PVC Flex�vel, antiderrapante, na cor Bege.;30 x 16 x 9.5;400;01/07/2021;0;https://www.revendadecalcados.com.br/produto-7116.html;https://www.revendadecalcados.com.br/fma600/6c17ce4f09ee332ed850f52f433649a9.jpg,https://www.revendadecalcados.com.br/fma600/73121fd467208934a7e334b155f61295.jpg,https://www.revendadecalcados.com.br/fma600/934b72e9f422043878cb81b33712af67.jpg,https://www.revendadecalcados.com.br/fma600/211420dd82a56822f58e74157382f57c.jpg
67001A;Bota Bico Fino Feminina;Botas;34,1|35,10|36,10|37,10|38,10|39,0;119.90;131.89;0;Torricella;Material: Napa Preto e Matelass� Preto<br />Enfeites: Detalhes lindos em costuras matelass�, cord�o e passantes na cor Preto<br />Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto<br />Forro: Cacharrel, material espumado para maior conforto, na cor Preto<br />Salto: 10 cm de Altura e Revestido em Napa Preto<br />Solado de TR na cor Preto.;31.5 x 30 x 9.5;1000;11/05/2021;0;https://www.revendadecalcados.com.br/produto-7040.html;https://www.revendadecalcados.com.br/fma600/aba1e2275537c11fb3f295d1b9a5087a.jpg,https://www.revendadecalcados.com.br/fma600/7128786928d2bf8910c10d0d7c216f7d.jpg,https://www.revendadecalcados.com.br/fma600/f1ad6855497e4ee8cd6cc682f9f21f6e.jpg,https://www.revendadecalcados.com.br/fma600/cb74e2319d96b30ff09b138a63097bfd.jpg,https://www.revendadecalcados.com.br/fma600/d2d249b5a4bb13a296cfc6c55c2f66cf.jpg
65093D;Bota Bico Fino Feminina;Botas;34,2|35,4|36,7|37,7|38,2|39,0;114.90;126.39;0;Torricella;Material: Napa Branco<br />Enfeites: Cord�o na cor Branco e Ilh�s na cor Branco<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Branco e Taloneira Napa Bege<br />Forro: Napa Branco<br />Salto: 10 cm de Altura e Revestido em Napa Branco<br />Solado de TR na cor Bege.<br />* Fechamento e ajuste em tira com velcro na cor branco.;29 x 22 x 10;700;06/07/2021;0;https://www.revendadecalcados.com.br/produto-7125.html;https://www.revendadecalcados.com.br/fma600/2ee5e3a840942e6e6bb0e55a0bd7567e.jpg,https://www.revendadecalcados.com.br/fma600/3a1f96d3cba015b8bb07ca83e1244415.jpg,https://www.revendadecalcados.com.br/fma600/f571749938e15989933878e747541a97.jpg,https://www.revendadecalcados.com.br/fma600/3623cff0dc06f505716daa660d7400f9.jpg,https://www.revendadecalcados.com.br/fma600/8b85d9b4b16c39a5360dacf1656bd9fc.jpg,https://www.revendadecalcados.com.br/fma600/5a1423e35908d3af13e85cbc214c4987.jpg
1941;Bota Cano Curto;Botas;34,7|35,6|36,10|37,6|38,6|39,0;99.90;109.89;0;Torricella;Material: Napa Preto<br />Enfeites: Z�per na cor Preto, apliques e fivela na cor Grafite<br />Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto<br />Salto: 2,5 cm de Altura<br />Solado de TR na cor Preto.;31.5 x 30 x 9.5;1000;13/04/2021;0;https://www.revendadecalcados.com.br/produto-7012.html;https://www.revendadecalcados.com.br/fma600/d646638202860d53f4dca6d39203af2f.jpg,https://www.revendadecalcados.com.br/fma600/c61e4c7615f5a8d6d7e9192fe5acf1f9.jpg,https://www.revendadecalcados.com.br/fma600/ba7cb780b905933e01f543b88550c13f.jpg,https://www.revendadecalcados.com.br/fma600/b3a03ced4b0fb434f88b905579bdf30e.jpg,https://www.revendadecalcados.com.br/fma600/eb7bec0f0f8df263282455bb366ee7de.jpg
700.024B;Bota Cano Curto;Botas;34,2|35,8|36,6|37,10|38,8|39,0;99.90;109.89;0;Torricella;Material: Nobuck Caramelo<br />Enfeites: Cadar�o de amarrar na cor Bege<br />Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto<br />Salto: 11 cm de Altura e Revestido em Nobuck Caramelo<br />Solado de TR na cor Preto.;28.5 x 23.5 x 9.5;800;28/05/2020;0;https://www.revendadecalcados.com.br/produto-6343.html;https://www.revendadecalcados.com.br/fma600/670953195fcbcba77b1b54b1f48b28f1.jpg,https://www.revendadecalcados.com.br/fma600/ced52710f7034ee9fb7208a00dbd0929.jpg,https://www.revendadecalcados.com.br/fma600/93aec29c76dc4cbffff36dd5808e90fd.jpg,https://www.revendadecalcados.com.br/fma600/7b97c01bf8939f4955bc5093c9f00e34.jpg,https://www.revendadecalcados.com.br/fma600/b9d3f2dc1141daa466ae98031ff13c5f.jpg
5598A;T�nis Feminino;T�nis;34,5|35,5|36,10|37,10|38,9|39,0;89.90;98.89;0;Torricella;Material: Napa Branco, Napa Rose, Metalizado Rose e Tela na cor Branco<br />Enfeite: ilh�s na Cor Dourado e Cadar�o de amarrar na cor Branco<br />Palmilha: 4 mm de Espessura na cor Branco<br />Forro: Cacharrel, material espumado para maior conforto, na cor Branco<br />Solado: PVC Flex�vel, antiderrapante, na cor Branco.;28.5 x 23.5 x 9.5;800;14/01/2021;0;https://www.revendadecalcados.com.br/produto-7076.html;https://www.revendadecalcados.com.br/fma600/83b670b76254ef63522e4e24f310a9c3.jpg,https://www.revendadecalcados.com.br/fma600/5476c432605a7ec03e5edd205dc43708.jpg,https://www.revendadecalcados.com.br/fma600/ade320db599bac72b71069fc7b90526c.jpg,https://www.revendadecalcados.com.br/fma600/d384eb20b4b85f21176e5eef9104e86e.jpg,https://www.revendadecalcados.com.br/fma600/b26418547edf4d98e42182493bd45ccd.jpg
5596A;T�nis Feminino;T�nis;34,4|35,7|36,3|37,5|38,8|39,0;89.90;98.89;0;Torricella;Material: Napa Branco, Azul e Rose<br />Enfeite: ilh�s na Cor Branco e Cadar�o de amarrar na cor Branco<br />Palmilha: 4 mm de Espessura na cor Branco<br />Forro: Cacharrel, material espumado para maior conforto, na cor Branco<br />Solado: PVC Flex�vel, antiderrapante, na cor Branco.;28.5 x 23.5 x 9.5;800;14/01/2021;0;https://www.revendadecalcados.com.br/produto-6919.html;https://www.revendadecalcados.com.br/fma600/1ff113334adac1d38af9f4779f72c197.jpg,https://www.revendadecalcados.com.br/fma600/60f92ffc6dac160b1ab7772419dd1e8b.jpg,https://www.revendadecalcados.com.br/fma600/722b98f6aef5de63833fb38f561f38a4.jpg,https://www.revendadecalcados.com.br/fma600/20b666af649247cba4402beb3ed0f578.jpg,https://www.revendadecalcados.com.br/fma600/711a6a689383772c72915141244b07f6.jpg
617A;T�nis Feminino;T�nis;34,3|35,3|36,9|37,9|38,2|39,0;89.90;98.89;0;Torricella;Material: Napa Branco, Bege, Rose e Verde<br />Enfeite: ilh�s na Cor Dourado e Cadar�o de amarrar na cor Branco<br />Palmilha: 4 mm de Espessura na cor Branco<br />Forro: Cacharrel, material espumado para maior conforto, na cor Branco<br />Solado: PVC Flex�vel, antiderrapante, na cor Branco.;28.5 x 23.5 x 9.5;800;18/01/2021;0;https://www.revendadecalcados.com.br/produto-6917.html;https://www.revendadecalcados.com.br/fma600/f18331ef4ef8c3360e56d178ac76f23c.jpg,https://www.revendadecalcados.com.br/fma600/e3d9078e5b3b9ced28ba021e77ff352d.jpg,https://www.revendadecalcados.com.br/fma600/497e60fe19ddb6ac92eab23c19f7d4d3.jpg,https://www.revendadecalcados.com.br/fma600/7b15fd3ec0c671f610e7282c4b6b12a5.jpg,https://www.revendadecalcados.com.br/fma600/edc52d16c2126da34b1af0745e56de2b.jpg
898B;T�nis Feminino;T�nis;34,2|35,2|36,0|37,4|38,1|39,1;84.90;93.39;0;Torricella;Material: Napa Preto, Dourado e Napa Branco<br />Enfeite: ilh�s na Cor Dourado e Cadar�o de amarrar na cor Preto<br />Palmilha: 4 mm de Espessura na cor Preto<br />Forro: Cacharrel, material espumado para maior conforto, na cor Branco<br />Solado: PVC Flex�vel, antiderrapante, na cor Branco.;28.5 x 23.5 x 9.5;800;11/02/2021;0;https://www.revendadecalcados.com.br/produto-6943.html;https://www.revendadecalcados.com.br/fma600/84a4a649b8a5e9166c7f58107447ec89.jpg,https://www.revendadecalcados.com.br/fma600/ef14fbc35dc7e109ead42dbb2d2dfdfc.jpg,https://www.revendadecalcados.com.br/fma600/a8ec35a820e81bffc7d5609c7c5fccb6.jpg,https://www.revendadecalcados.com.br/fma600/39a9587be609daebd42f8e92ec9e2739.jpg,https://www.revendadecalcados.com.br/fma600/10695086d90d28dcf9a98c28ef2483b1.jpg
SL008E;T�nis Feminino;T�nis;34,4|35,6|36,9|37,2|38,7|39,0;79.90;87.89;0;Torricella;Material: Tecido Lona Preto<br />Enfeite: Apliques em Hotfix Coloridos e el�stico branco<br />Palmilha: 4 mm de Espessura na cor Bege<br />Forro: Cacharrel, material espumado para maior conforto, na cor Bege<br />Salto / Solado: 4 cm de Altura, PVC Flex�vel com antiderrapante na cor branco e detalhe pintado na cor Preto.;28 x 20 x 9.5;600;09/11/2021;0;https://www.revendadecalcados.com.br/produto-7286.html;https://www.revendadecalcados.com.br/fma600/377886af57197fb7b736b2aead7b7372.jpg,https://www.revendadecalcados.com.br/fma600/6645b4f77ae4d87318a9cd1480e0077c.jpg,https://www.revendadecalcados.com.br/fma600/bc4ede9b463f2a35b5181f612bda2cf2.jpg,https://www.revendadecalcados.com.br/fma600/995e054c36871bea5c0ccc140edf0b03.jpg,https://www.revendadecalcados.com.br/fma600/f10bfad7d07edfdffb1c40fc85769892.jpg
67000B;Sapato Scarpin Chanel;Sapato Scarpin;34,1|35,3|36,6|37,4|38,5|39,0;79.90;87.89;0;Torricella;Material: Napa Rosa<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Rosa e Taloneira Napa Bege<br />Enfeite: Perola em ABS<br />Salto: 9 cm de Altura Revestido em Metalizado Napa Rosa<br />Solado de TR na cor Bege.;28 x 20 x 9.5;600;26/04/2021;0;https://www.revendadecalcados.com.br/produto-7034.html;https://www.revendadecalcados.com.br/fma600/eb9d1e167d00e8af1aa7f7af01466593.jpg,https://www.revendadecalcados.com.br/fma600/cbf0c546bec889f84942224f7bd74aac.jpg,https://www.revendadecalcados.com.br/fma600/3978ef220885985768351af828ae7261.jpg,https://www.revendadecalcados.com.br/fma600/9c7cb5864f75d6a61fedae4e68e15216.jpg,https://www.revendadecalcados.com.br/fma600/13b0b27f0162242375c3b0df634b40cd.jpg
B-55025A;Sand�lia Rasteira;Rasteiras;34,5|35,0|36,5|37,1|38,3|39,1;79.90;87.89;0;Torricella;Material: Nobuck Preto<br />Enfeite: Fivela de ajuste na cor Prata e pedras na cor Cristal<br />Palmilha: 4 mm de Espessura em Nobuck Preto e taloneira em Napa Bege<br />Salto: 8 mm de Altura com antiderrapante<br />Forro: Napa na cor Preto<br />Solado: PVC Flex na cor Preto.;30 x 16 x 9.5;400;11/01/2021;0;https://www.revendadecalcados.com.br/produto-6887.html;https://www.revendadecalcados.com.br/fma600/7a62c151ddb5085df19fa8ffac06c298.jpg,https://www.revendadecalcados.com.br/fma600/ac6f181c93e29c469e4ff7ebedce8fdb.jpg,https://www.revendadecalcados.com.br/fma600/f45be62ccbdbceb701dbe6e714235f57.jpg,https://www.revendadecalcados.com.br/fma600/6afa702ae8fd97b1ed847e1143010742.jpg,https://www.revendadecalcados.com.br/fma600/22b511acd60982ffe00248875ab2b73d.jpg
365.1473B;Sand�lia Rasteira;Rasteiras;34,1|35,9|36,5|37,2|38,8|39,0;79.90;87.89;0;Torricella;Material: Napa Dourado<br />Enfeite: Tira de Amarrar na Cor Napa Dourado e Enfeite na Cor Dourado<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Dourado<br />Solado em TR na Cor Bege.;28 x 20 x 9.5;600;14/09/2020;0;https://www.revendadecalcados.com.br/produto-6519.html;https://www.revendadecalcados.com.br/fma600/c3081fea3678728f317a1d38495502a7.jpg,https://www.revendadecalcados.com.br/fma600/f880f6906b73ed6729ba4d2e5ae9c545.jpg,https://www.revendadecalcados.com.br/fma600/851407cad5f050ff0f8f72a1f0614de0.jpg,https://www.revendadecalcados.com.br/fma600/3e3b0ec850ae7a66608ad940cae7d113.jpg,https://www.revendadecalcados.com.br/fma600/61043687ecf743c9a26cb24c306e4974.jpg,https://www.revendadecalcados.com.br/fma600/930006fbce114a60bef72dba4e2cb8dd.jpg,https://www.revendadecalcados.com.br/fma600/1413cd4a7e736f7271da4917052b778d.jpg
365.1423B;Sand�lia Rasteira;Rasteiras;34,4|35,8|36,10|37,7|38,4|39,0;79.90;87.89;0;Torricella;Material: Napa Dourado<br />Enfeite: Fivela de Ajuste na Cor Dourado<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Dourado<br />Solado em TR na Cor Bege.;28 x 20 x 9.5;600;14/09/2020;0;https://www.revendadecalcados.com.br/produto-6512.html;https://www.revendadecalcados.com.br/fma600/bebe6f7927c621a517d468b4ce9e3b24.jpg,https://www.revendadecalcados.com.br/fma600/16b218d9ad2359db8205ae177cc60839.jpg,https://www.revendadecalcados.com.br/fma600/aded9140f0f5fbe4a66ae82475dd55a2.jpg,https://www.revendadecalcados.com.br/fma600/ff26a689face024a333df9d35989707f.jpg,https://www.revendadecalcados.com.br/fma600/eef850d9d7d0f8951947a4cd09279471.jpg,https://www.revendadecalcados.com.br/fma600/e48e36d75fda30e7d3621e4d3240dc40.jpg
065H;T�nis Feminino;T�nis;34,0|35,1|36,3|37,1|38,4|39,2;76.90;84.59;0;Torricella;Material: Napa Croco Metalizado Dourado e Napa Branco<br />Enfeite: Cadar�o Branco, passante na cor Dourado e costura na cor Dourado,<br />Palmilha: 4 mm de Espessura na cor Bege<br />Forro: Napa na cor Bege<br />Salto / Solado: 2,5 cm de Altura, PVC Flex�vel (refor�ado com costura), antiderrapante e na cor branco.;28 x 20 x 9.5;600;01/12/2020;0;https://www.revendadecalcados.com.br/produto-6773.html;https://www.revendadecalcados.com.br/fma600/ccd79e2e94f0fe4476366f6bbc7160ff.jpg,https://www.revendadecalcados.com.br/fma600/bf113a2ba7de2b25249289b1e6689755.jpg,https://www.revendadecalcados.com.br/fma600/f22f91f3f980bd5c780b5e3814fb7a84.jpg,https://www.revendadecalcados.com.br/fma600/4f944c7517b8a23d0c207026ce26782e.jpg,https://www.revendadecalcados.com.br/fma600/788c80bdefcf4c0e362d1cc956189d69.jpg,https://www.revendadecalcados.com.br/fma600/7b23c2fd932b1395a155c6d4910dc1d3.jpg
065F;T�nis Feminino;T�nis;34,0|35,3|36,5|37,4|38,3|39,2;76.90;84.59;0;Torricella;Material: Napa Vermelho e Napa Branco<br />Enfeite: Cadar�o Branco, passante na cor N�quel e costura na cor Vermelho<br />Palmilha: 4 mm de Espessura na cor Bege<br />Forro: Napa na cor Bege<br />Salto / Solado: 2,5 cm de Altura, PVC Flex�vel (refor�ado com costura), antiderrapante e na cor branco.;28 x 20 x 9.5;600;01/12/2020;0;https://www.revendadecalcados.com.br/produto-6771.html;https://www.revendadecalcados.com.br/fma600/2efefc3fa374e042f9efc7dc8a94f1e3.jpg,https://www.revendadecalcados.com.br/fma600/3f5d31003b99758f9fde558534ead310.jpg,https://www.revendadecalcados.com.br/fma600/c0d7ccf20ee47b983dc2f4d9e2602802.jpg,https://www.revendadecalcados.com.br/fma600/6621aa69e41c3a1c06a1cfacbdeb5318.jpg,https://www.revendadecalcados.com.br/fma600/36ab0588c55497a3ce7d6209779fc61c.jpg,https://www.revendadecalcados.com.br/fma600/2e5ae30b99d98273743a9d74c57c9f5f.jpg
99.019D;Sand�lia Anabela Feminina;Anabela;34,0|35,3|36,3|37,2|38,4|39,2;76.90;84.59;0;Torricella;Material: Camur�a Vermelho<br />Enfeite: Fivela de ajuste na cor Dourado.<br />Palmilha: 4 mm de Espessura, Espuma em EVA, Revestida em Camur�a Vermelho e Taloneira Napa Bege<br />Plataforma: Traseiro / Salto com 9,5 cm de Altura, Revestido em Tecido Bege<br />Solado de TR na cor Bege.;28 x 20 x 9.5;600;19/11/2020;0;https://www.revendadecalcados.com.br/produto-6743.html;https://www.revendadecalcados.com.br/fma600/1b51a437fc37e6d3b07adad625c7608a.jpg,https://www.revendadecalcados.com.br/fma600/c00701e98065d3f732e257dd492c58f0.jpg,https://www.revendadecalcados.com.br/fma600/330d8d13642d949fe05ee5605cbc1c57.jpg,https://www.revendadecalcados.com.br/fma600/ecf1b93f3bbf115e14df6a424d692ee6.jpg,https://www.revendadecalcados.com.br/fma600/7b792fda9cc2f4d47b435baffb907f7d.jpg,https://www.revendadecalcados.com.br/fma600/04966726c2ba9c4228ec4486bfc896c5.jpg
66027A;Sapato Scarpin Chanel;Sapato Scarpin;34,0|35,3|36,3|37,10|38,8|39,5;76.90;84.59;0;Torricella;Material: Croco Glossy Preto / Nobuck Preto / Napa Glossy Preto<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Nobuck Preto e Taloneira Napa Bege<br />Salto: 9 cm de Altura Revestido em Croco Glossy Preto<br />Solado de Micro na cor Preto.;28 x 20 x 9.5;600;27/10/2020;0;https://www.revendadecalcados.com.br/produto-6663.html;https://www.revendadecalcados.com.br/fma600/406f7a503f9218b8eb5fca645768db31.jpg,https://www.revendadecalcados.com.br/fma600/b33796394ab0c4915ee161240080e0f7.jpg,https://www.revendadecalcados.com.br/fma600/196d01aa3b761b9c9487a6fa7d0b55ea.jpg,https://www.revendadecalcados.com.br/fma600/ccf8d2dfc4ac88e982a2ebc8a8e06dcd.jpg,https://www.revendadecalcados.com.br/fma600/bc32682f6fbc067d01d5bf6c7abe9b47.jpg
401B;Sand�lia Feminina;Sand�lias;33,0|34,3|35,2|36,0|37,3|38,7|39,4|40,0;69.90;76.89;1;Torricella;Material: Metalizado Laranja<br />Enfeite: Fivela de ajuste na cor Dourado<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Metalizado Laranja e Taloneira Napa Bege<br />Salto: 8 cm de Altura e Revestido em Metalizado Laranja<br />Solado em TR na Cor Bege.;28 x 20 x 9.5;600;22/07/2020;0;https://www.revendadecalcados.com.br/produto-6381.html;https://www.revendadecalcados.com.br/fma600/d838431d91bdfed99564a7e4bb605312.jpg,https://www.revendadecalcados.com.br/fma600/4476d409203cfc1c6fae9b897f13cf03.jpg,https://www.revendadecalcados.com.br/fma600/93e29a4e44923f6b803b04744ef0db6b.jpg,https://www.revendadecalcados.com.br/fma600/921045f15a6d3b8a57068af4e87602a4.jpg,https://www.revendadecalcados.com.br/fma600/476c64b21a298637430102ded05b07a8.jpg
401D;Sand�lia Feminina;Sand�lias;34,2|35,1|36,4|37,3|38,2|39,0|40,0;69.90;76.89;1;Torricella;Material: Metalizado Roxo<br />Enfeite: Fivela de ajuste na cor Dourado<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Metalizado Roxo e Taloneira Napa Bege<br />Salto: 8 cm de Altura e Revestido em Metalizado Roxo<br />Solado em TR na Cor Bege.;28 x 20 x 9.5;600;22/07/2020;0;https://www.revendadecalcados.com.br/produto-6380.html;https://www.revendadecalcados.com.br/fma600/576affc210a4bf675c5a4ed71e1f2199.jpg,https://www.revendadecalcados.com.br/fma600/07c1e09e72e2e8acaf83d1f2d83810bb.jpg,https://www.revendadecalcados.com.br/fma600/08c51ab7369619cda8ce74f97dcc6cd9.jpg,https://www.revendadecalcados.com.br/fma600/15571022c517cb7337a9a2a01702fc0c.jpg,https://www.revendadecalcados.com.br/fma600/a9870413e6205e9ab2cae8bbfb1ee0b7.jpg
401A;Sand�lia Feminina;Sand�lias;33,1|34,4|35,0|36,7|37,0|38,7|39,3;69.90;76.89;1;Torricella;Material: Metalizado Azul<br />Enfeite: Fivela de ajuste na cor Dourado<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Metalizado Azul e Taloneira Napa Bege<br />Salto: 8 cm de Altura e Revestido em Metalizado Azul<br />Solado em TR na Cor Bege.;28 x 20 x 9.5;600;22/07/2020;0;https://www.revendadecalcados.com.br/produto-6379.html;https://www.revendadecalcados.com.br/fma600/87c4a83506b75aa146567f22ad5c721b.jpg,https://www.revendadecalcados.com.br/fma600/7b47ad48511be83e111e567a68252bd2.jpg,https://www.revendadecalcados.com.br/fma600/7255a5071cfb3d19e63e565bb37e59e1.jpg,https://www.revendadecalcados.com.br/fma600/ec71305170081754a4281ed0cc46f322.jpg,https://www.revendadecalcados.com.br/fma600/1e0c1912ee8c44e3d33a6191c5a50e55.jpg
10.083A;Sapatilha Feminina;Sapatilhas;34,4|35,8|36,8|37,10|38,8|39,0;59.90;65.89;0;Torricella;"Material: Nobuck Preto<br />Enfeite: Apliques em Hotfix na cor prata<br />Palmilha: 4 mm de Espessura em Nobuck Preto e taloneira em Napa Bege claro<br />Salto: 8 mm de Altura com antiderrapante e Filete ABS metalizado prata<br />Forro: Cacharrel, material espumado para maior conforto, na cor bege claro e ""bananinha"" na parte traseira do calcanhar para maior conforto<br />Solado: PVC Flex na cor preto.";30 x 16 x 9.5;400;12/11/2021;0;https://www.revendadecalcados.com.br/produto-7333.html;https://www.revendadecalcados.com.br/fma600/8bca7ca331069e6ececfa0c08a328b11.jpg,https://www.revendadecalcados.com.br/fma600/9e91933d3b8ef76cc247c2e99c901f35.jpg,https://www.revendadecalcados.com.br/fma600/e27e290bf24708c808f57f7e5ac71a4d.jpg,https://www.revendadecalcados.com.br/fma600/f914a49a345392078c4c16bc3d80bdee.jpg,https://www.revendadecalcados.com.br/fma600/59687c659ddfd926fc115b289f356f8f.jpg,https://www.revendadecalcados.com.br/fma600/e68cee5f0f2052acdebbd12e52571a49.jpg
SBC.008B;Sand�lia Rasteira;Rasteiras;34,3|35,5|36,3|37,5|38,3|39,0;59.90;65.89;0;Torricella;Material: Napa Rosa<br />Enfeite: Metal Dourado com Perolas e Strass<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Rosa<br />Solado em PVC na Cor Bege.;30 x 16 x 9.5;400;29/10/2021;0;https://www.revendadecalcados.com.br/produto-7251.html;https://www.revendadecalcados.com.br/fma600/43509a193428f1f269e0fc5c7144f91a.jpg,https://www.revendadecalcados.com.br/fma600/3177c74fd388002d0adefc51e8976082.jpg,https://www.revendadecalcados.com.br/fma600/a2c1f835d20a5ba084bd5ed1bf484451.jpg,https://www.revendadecalcados.com.br/fma600/cfdc0ce1ca9fb7234199a5b6ba437d21.jpg,https://www.revendadecalcados.com.br/fma600/d4d0db81c80cd868db1f02aa82521ba9.jpg
FST026F;Sand�lia Tamanco Feminino;Sand�lias;34,4|35,3|36,6|37,3|38,0|39,1;59.90;65.89;0;Torricella;Material: Napa P�ssego<br />Enfeite: Apliques em Pir�mides P�ssego<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa P�ssego e Taloneira Napa Bege<br />Salto: 6 cm de Altura e Revestido em Napa P�ssego<br />Solado de PVC com antiderrapante na cor Bege.;28 x 20 x 9.5;600;25/10/2021;0;https://www.revendadecalcados.com.br/produto-7216.html;https://www.revendadecalcados.com.br/fma600/aea4801ce5f2e31c3a20d33cb348c6ff.jpg,https://www.revendadecalcados.com.br/fma600/ed000886c785398a1c1a02e2708fa315.jpg,https://www.revendadecalcados.com.br/fma600/b1642333fb8145c8783892084cce13a5.jpg,https://www.revendadecalcados.com.br/fma600/3da9805c0964f596f19e6745a26dfc58.jpg,https://www.revendadecalcados.com.br/fma600/d12accaf85ca0955d1bbcc39b8be9cf9.jpg
5000-01C;T�nis Slip On Feminino;T�nis;34,2|35,6|36,10|37,10|38,3|39,0;59.90;65.89;0;Torricella;Material: Tecido Jeans Azul<br />Palmilha: 4 mm de Espessura na cor Bege<br />Forro: Cacharrel, material espumado para maior conforto, na cor Bege<br />Salto / Solado: 3 cm de Altura, PVC Flex�vel, antiderrapante, na cor branco.;28 x 20 x 9.5;600;14/07/2021;0;https://www.revendadecalcados.com.br/produto-7143.html;https://www.revendadecalcados.com.br/fma600/5bb3f96e5b05e69e5df28455a3baba37.jpg,https://www.revendadecalcados.com.br/fma600/b066322d7df110b3f21d96d36418425d.jpg,https://www.revendadecalcados.com.br/fma600/db192fe7f50ee20c89e75c4b0d74e87d.jpg,https://www.revendadecalcados.com.br/fma600/c26f7da5eb375ca7a444493836f91568.jpg,https://www.revendadecalcados.com.br/fma600/1f7bc0008d8780b0fd2b982927943300.jpg,https://www.revendadecalcados.com.br/fma600/c99e677541936f21fb03d6a38e9e864e.jpg
